종목명,시가총액,매수시간,매도시간,보유시간,매수가,매도가,매수금액,매도금액,수익률,수익금,수익금합계,매도조건,추가매수시간,B_현재가,B_등락율,B_당일거래대금,B_거래대금증감,B_체결강도,B_시가총액,B_회전율,B_전일동시간비,B_매수총잔량,B_매도총잔량,B_시분초,B_분봉시가,B_분봉고가,B_분봉저가,S_현재가,S_등락율,S_체결강도,S_매수총잔량,S_매도총잔량,R_매수후최고수익률,R_매수후최저수익률,R_MFE,R_MAE
오파스넷,1452,202504071000,202504071312,192,10800,11130,993600,1021827,2.84,28227,28227,"        if 5 < 최고수익률 and 현재가N(1) >= 이동평균(60, 1) and 이동평균(60) > 현재가:",,10790.0,11.81,16801.0,-16213811575.0,114.79,1408.0,12.58,1184.54,11825.0,31680.0,100000,10700.0,10820.0,10690.0,11130.0,15.34,95.17,5738.0,4579.0,5.34,-3.54,5.34,-3.54
DSC인베스트먼트,1422,202504071000,202504071055,55,5330,5160,996710,962904,-3.39,-33806,-5579,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,5330.0,18.84,26704.0,15110802705.0,126.31,1466.0,19.28,2987.32,33790.0,136301.0,100000,5310.0,5330.0,5300.0,5170.0,15.27,112.29,62548.0,9201.0,1.48,-3.2,1.48,-3.2
오리엔트정공,4523,202504071000,202504071518,318,14040,14240,996840,1008931,1.21,12091,6512,전략종료청산,,14030.0,6.53,109713.0,-760310333085.0,98.34,4454.0,24.79,105.55,54207.0,27411.0,100000,14010.0,14040.0,14000.0,14250.0,8.2,93.11,49009.0,28036.0,4.63,-0.78,4.63,-0.78
웹케시,2605,202504071001,202504071221,140,19510,19100,995010,972067,-2.31,-22943,-16431,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,19500.0,11.75,78793.0,-109456122335.0,107.26,2659.0,30.17,144.48,6470.0,3187.0,100100,19440.0,19550.0,19440.0,19100.0,9.46,98.94,6818.0,10273.0,3.32,-2.31,3.32,-2.31
에이텍,2858,202504071001,202504071353,232,33800,34550,980200,999857,2.01,19657,3226,"        if 5 < 최고수익률 and 현재가N(1) >= 이동평균(60, 1) and 이동평균(60) > 현재가:",,33750.0,4.98,17218.0,-143290725325.0,100.69,2788.0,6.2,91.83,5411.0,4791.0,100100,33700.0,33850.0,33700.0,34600.0,7.62,100.73,5447.0,3659.0,5.55,-0.8,5.55,-0.8
대상홀딩스,6261,202504071002,202504071321,199,15904,17280,986048,1069132,8.43,83084,86310,"        if 5 < 최고수익률 and 현재가N(1) >= 이동평균(60, 1) and 이동평균(60) > 현재가:",,15880.0,13.35,48139.0,-74575909795.0,114.11,5751.0,8.8,796.01,16241.0,12432.0,100200,15770.0,15910.0,15740.0,17290.0,23.41,101.39,17766.0,12975.0,9.93,-0.61,9.93,-0.61
평화산업,980,202504071002,202504071126,84,1878,1785,1002852,951185,-5.15,-51667,34643,    elif 수익률 <= -5.0:,,1872.0,17.0,25918.0,-16081410298.0,109.19,1028.0,26.71,550.97,16799.0,24191.0,100200,1844.0,1878.0,1843.0,1785.0,11.56,99.4,33361.0,17508.0,3.62,-5.15,3.62,-5.15
대영포장,2040,202504071003,202504071409,246,1977,1882,998385,948420,-5.0,-49965,-15322,    elif 수익률 <= -5.0:,,1977.0,11.38,45270.0,-24011434882.0,109.22,2143.0,22.1,1593.0,51151.0,185908.0,100300,1967.0,1984.0,1956.0,1882.0,6.03,91.77,58794.0,5562.0,3.22,-5.0,3.22,-5.0
오리엔트바이오,2261,202504071005,202504071454,289,1943,1907,998702,978154,-2.06,-20548,-35870,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,1942.0,4.3,21042.0,-162622725126.0,88.29,2303.0,9.22,67.73,33738.0,57518.0,100500,1929.0,1943.0,1928.0,1907.0,2.42,84.83,133613.0,8121.0,1.02,-2.06,1.02,-2.06
플랜티넷,645,202504071005,202504071109,64,4075,3880,1002450,952472,-4.99,-49978,-85848,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,4065.0,19.56,18870.0,-5497065508.0,99.0,676.0,28.93,1914.61,11855.0,53416.0,100500,4045.0,4080.0,4040.0,3880.0,14.12,91.94,18142.0,31061.0,1.63,-4.99,1.63,-4.99
일신석재,1747,202504071006,202504071347,221,2315,2255,997765,969876,-2.8,-27889,-113737,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,2315.0,4.51,20261.0,-27802828427.0,113.67,1793.0,11.51,463.55,146304.0,249067.0,100600,2290.0,2315.0,2285.0,2255.0,1.81,100.51,315723.0,70550.0,4.75,-2.8,4.75,-2.8
계룡건설,1429,202504071007,202504071049,42,16264,16000,992104,973964,-1.83,-18140,-131877,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,16260.0,16.14,34516.0,32272949260.0,106.33,1452.0,23.98,20126.36,2165.0,2140.0,100700,16140.0,16260.0,16120.0,16000.0,14.29,102.33,10541.0,1137.0,2.22,-1.83,2.22,-1.83
형지글로벌,770,202504071007,202504071135,88,11920,11620,989360,962444,-2.72,-26916,-158793,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,11920.0,4.47,29452.0,-147322229115.0,88.5,790.0,37.31,60.68,4858.0,8560.0,100700,11830.0,11970.0,11780.0,11620.0,1.84,84.56,2688.0,2390.0,2.14,-2.72,2.14,-2.72
미트박스,789,202504071007,202504071054,47,14550,14110,989400,957473,-3.23,-31927,-190720,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,14540.0,5.67,32884.0,-59319544180.0,93.93,812.0,41.59,122.61,5674.0,13661.0,100700,14330.0,14600.0,14310.0,14120.0,2.62,91.1,17192.0,1489.0,1.44,-3.16,1.44,-3.16
유니온,945,202504071016,202504071023,7,6179,6050,1000998,978046,-2.29,-22952,-213672,"elif 시가대비등락율 < 0 and 수익률 <= -2.0 and 현재가 < 최저현재가(30, 보유시간):",,6170.0,14.26,35896.0,26017104420.0,90.99,963.0,37.12,2181.84,14104.0,27709.0,101600,6100.0,6190.0,6100.0,6050.0,12.04,89.0,89696.0,30280.0,0.13,-2.29,0.13,-2.29
제로투세븐,1322,202504071022,202504071101,39,6730,6590,996040,973285,-2.28,-22755,-236427,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,6730.0,19.33,27526.0,14545423050.0,104.76,1348.0,20.76,1674.0,24723.0,10290.0,102200,6670.0,6730.0,6670.0,6600.0,17.02,103.67,37283.0,19557.0,0.83,-2.14,0.83,-2.14
형지I&C,809,202504071023,202504071502,279,2687,2565,999564,952183,-4.74,-47381,-283808,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,2685.0,4.27,21141.0,-143880335335.0,85.0,847.0,25.56,67.3,62909.0,145808.0,102300,2665.0,2695.0,2660.0,2565.0,-0.39,76.83,43959.0,35805.0,0.27,-4.74,0.27,-4.74
대주산업,853,202504071026,202504071037,11,2430,2405,998730,986396,-1.23,-12334,-296142,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,2430.0,19.12,20914.0,-8507514218.0,105.35,860.0,24.69,1268.97,201545.0,42792.0,102600,2425.0,2440.0,2425.0,2410.0,18.14,99.43,108013.0,92809.0,0.0,-1.65,0.0,-1.65
써니전자,1325,202504071028,202504071042,14,3635,3610,999625,990684,-0.89,-8941,-305083,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,3635.0,18.99,110312.0,15799818421.0,102.84,1334.0,86.95,2215.29,155074.0,53421.0,102800,3620.0,3640.0,3615.0,3610.0,18.17,101.71,143608.0,31077.0,0.34,-1.03,0.34,-1.03
한국피아이엠,955,202504071038,202504071255,137,16800,15910,991200,936721,-5.5,-54479,-359562,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,16800.0,4.35,72022.0,-577488529520.0,80.24,1009.0,70.76,30.26,7640.0,13822.0,103800,16310.0,16880.0,16310.0,15910.0,-1.18,76.53,18723.0,2532.0,0.27,-5.5,0.27,-5.5
대주산업,833,202504071040,202504071050,10,2405,2350,1000480,975551,-2.49,-24929,-384491,"elif 시가대비등락율 < 0 and 수익률 <= -2.0 and 현재가 < 최저현재가(30, 보유시간):",,2400.0,17.65,21979.0,-7442417363.0,99.23,849.0,25.94,1203.9,158292.0,117112.0,104000,2395.0,2410.0,2385.0,2355.0,15.44,95.27,74131.0,85559.0,0.0,-2.28,0.0,-2.28
써니전자,1305,202504071048,202504071055,7,3620,3550,999120,977757,-2.14,-21363,-405854,"elif 시가대비등락율 < 0 and 수익률 <= -2.0 and 현재가 < 최저현재가(30, 보유시간):",,3620.0,18.49,115257.0,20745337490.0,101.01,1329.0,90.67,1915.59,97652.0,83249.0,104800,3610.0,3620.0,3610.0,3555.0,16.37,98.97,203119.0,63227.0,0.0,-2.0,0.0,-2.0
일성건설,2239,202504071051,202504071057,6,4235,4145,999460,976180,-2.33,-23280,-429134,"elif 시가대비등락율 < 0 and 수익률 <= -2.0 and 현재가 < 최저현재가(30, 보유시간):",,4235.0,19.8,22290.0,-40193850624.0,109.76,2288.0,10.21,98.7,33611.0,35835.0,105100,4230.0,4235.0,4225.0,4145.0,17.26,106.72,33316.0,9495.0,0.0,-2.33,0.0,-2.33
유니온,929,202504071053,202504071255,122,6160,5950,997920,961885,-3.61,-36035,-465169,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,6160.0,14.07,39204.0,29324861360.0,87.79,962.0,40.62,1842.99,9430.0,71774.0,105300,6120.0,6160.0,6100.0,5950.0,10.19,84.06,58061.0,9946.0,0.44,-3.61,0.44,-3.61
대주산업,821,202504071053,202504071057,4,2365,2320,998030,976998,-2.11,-21032,-486201,"elif 시가대비등락율 < 0 and 수익률 <= -2.0 and 현재가 < 최저현재가(30, 보유시간):",,2365.0,15.93,23054.0,-6367745451.0,94.89,837.0,27.22,1152.75,90796.0,63260.0,105300,2345.0,2365.0,2340.0,2320.0,13.73,93.3,87531.0,34570.0,0.0,-2.11,0.0,-2.11
계룡건설,1399,202504071054,202504071057,3,15954,15660,989148,968893,-2.05,-20255,-506456,"elif 시가대비등락율 < 0 and 수익률 <= -2.0 and 현재가 < 최저현재가(30, 보유시간):",,15950.0,13.93,47068.0,44825543390.0,100.82,1424.0,32.53,21457.15,1890.0,1490.0,105400,15840.0,15950.0,15770.0,15660.0,11.86,99.75,7990.0,2713.0,0.0,-2.05,0.0,-2.05
써니전자,1303,202504071056,202504071113,17,3560,3545,996800,990534,-0.63,-6266,-512722,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,3560.0,16.53,117391.0,22879741254.0,99.09,1307.0,92.3,1816.83,186134.0,57176.0,105600,3555.0,3570.0,3555.0,3550.0,16.2,98.87,205991.0,40030.0,1.05,-0.49,1.05,-0.49
DSC인베스트먼트,1416,202504071057,202504071108,11,5190,5150,996480,986741,-0.98,-9739,-522461,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,5190.0,15.72,33982.0,22388211920.0,111.67,1427.0,24.27,2252.91,51299.0,22709.0,105700,5160.0,5200.0,5140.0,5150.0,14.83,109.23,40151.0,24690.0,0.0,-1.75,0.0,-1.75
일성건설,2177,202504071102,202504071106,4,4120,4029,997040,972983,-2.41,-24057,-546518,"elif 시가대비등락율 < 0 and 수익률 <= -2.0 and 현재가 < 최저현재가(30, 보유시간):",,4120.0,16.55,23783.0,-38700615289.0,105.31,2226.0,10.88,92.73,21905.0,10252.0,110200,4115.0,4120.0,4105.0,4030.0,14.0,102.42,34840.0,15449.0,0.4,-2.39,0.4,-2.39
제로투세븐,1292,202504071103,202504071109,6,6580,6445,993580,971164,-2.26,-22416,-568934,"elif 시가대비등락율 < 0 and 수익률 <= -2.0 and 현재가 < 최저현재가(30, 보유시간):",,6580.0,16.67,31538.0,18557620975.0,103.2,1318.0,23.75,1629.59,32818.0,19217.0,110300,6560.0,6590.0,6550.0,6450.0,14.36,100.43,33873.0,8189.0,0.0,-2.18,0.0,-2.18
일성건설,2166,202504071107,202504071122,15,4090,4010,997960,976399,-2.16,-21561,-590495,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,4085.0,15.56,24449.0,-38034997982.0,102.89,2207.0,11.18,90.3,8306.0,19736.0,110700,4030.0,4090.0,4015.0,4010.0,13.44,101.88,42683.0,16995.0,0.0,-2.16,0.0,-2.16
DSC인베스트먼트,1389,202504071109,202504071234,85,5190,5050,996480,967575,-2.9,-28905,-619400,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,5190.0,15.72,35260.0,23666848985.0,109.34,1427.0,25.17,1722.05,30222.0,29405.0,110900,5170.0,5190.0,5150.0,5050.0,12.6,104.39,68841.0,7393.0,1.14,-2.9,1.14,-2.9
iMBC,1157,202504071112,202504071122,10,5290,5020,999810,946793,-5.3,-53017,-672417,    elif 수익률 <= -5.0:,,5290.0,15.63,24421.0,-79778604925.0,119.14,1217.0,21.83,50.75,56887.0,136211.0,111200,5170.0,5290.0,5160.0,5030.0,9.95,100.72,52715.0,40058.0,1.11,-5.11,1.11,-5.11
써니전자,1301,202504071114,202504071125,11,3565,3545,998200,990534,-0.77,-7666,-680083,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,3565.0,16.69,120373.0,25860961264.0,98.92,1308.0,94.57,1076.1,86215.0,71453.0,111400,3545.0,3575.0,3540.0,3545.0,16.04,98.57,152471.0,44867.0,0.49,-0.91,0.49,-0.91
핑거,932,202504071115,202504071319,124,10499,9940,997405,942321,-5.52,-55084,-735167,    elif 수익률 <= -5.0:,,10470.0,14.18,24992.0,20449209085.0,108.62,981.0,26.26,1724.44,3527.0,10517.0,111500,10310.0,10550.0,10310.0,9950.0,8.51,92.53,11015.0,1775.0,1.89,-5.43,1.89,-5.43
제로투세븐,1270,202504071117,202504071318,121,6490,6340,999460,974323,-2.52,-25137,-760304,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,6480.0,14.89,33968.0,20987347830.0,98.95,1298.0,25.63,1234.97,18170.0,12234.0,111700,6430.0,6500.0,6430.0,6340.0,12.41,103.36,25345.0,3242.0,3.17,-2.52,3.17,-2.52
티엑스알로보틱스,3152,202504071118,202504071208,50,21450,20400,986700,936431,-5.09,-50269,-810573,    elif 수익률 <= -5.0:,,21400.0,5.94,25917.0,-21564573715.0,121.78,3306.0,8.43,97.43,22332.0,32542.0,111800,21400.0,21500.0,21200.0,20400.0,0.99,98.11,36622.0,11210.0,1.19,-5.09,1.19,-5.09
iMBC,1114,202504071125,202504071235,70,5060,4845,996820,952467,-4.45,-44353,-854926,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,5060.0,10.6,33659.0,-70540681465.0,100.67,1164.0,29.58,54.61,56488.0,56156.0,112500,5030.0,5060.0,5020.0,4845.0,5.9,89.47,49494.0,12747.0,0.0,-4.45,0.0,-4.45
써니전자,1297,202504071126,202504071137,11,3565,3530,998200,986341,-1.19,-11859,-866785,"elif 보유시간 > 10 and 현재가 < 최저현재가(30, 보유시간):",,3560.0,16.53,122010.0,27498131792.0,98.64,1307.0,95.82,658.35,54483.0,93580.0,112600,3550.0,3560.0,3545.0,3535.0,15.71,97.88,144889.0,69996.0,0.0,-1.89,0.0,-1.89
